,laptops,prices,ratings,votes
171,"ASUS ROG Strix 15.6"" Gaming Laptop - Metallic Black (Intel Core i7-7700HQ/1TB SSHD/12GB RAM/Win10)","$1,350.89",66.6,(6)
172,"HP OMEN 17.3"" Gaming Laptop - Black (Intel Core i7-7700HQ/1TB HDD/128GB SSD/12GB RAM/Windows 10)","$1,900.89",90.0,(2)
173,"ASUS FX53 15.6"" Gaming Laptop - Black/Red (Intel Core i5-7300HQ/1TB HDD/12GB RAM/Win 10) - Open Box",$950.89,36.0,(10)
174,"HP Pavilion 15.6"" Laptop - Silver (Intel Core i5-7200U/1TB HDD/12GB RAM/Windows 10)","$1,000.89",80.0,(2)
175,"ASUS ROG Strix GL553 15.6"" Gaming Laptop - Black (Intel Core i7-7700HQ/1TB HDD/12GB RAM/Windows 10)","$1,100.87",75.0,(28)
176,"ASUS X-Series 15.6"" Laptop - Black (AMD Quad Core A10-9600P/1TB HDD/12GB RAM/Windows 10) - Open Box",$550.89,73.0,(17)
177,"ASUS ROG GL552 15.6"" Gaming Laptop (Intel Quad-Core i7-6700HQ/1TB HDD/12GB RAM) - Open Box","$1,250.89",57.6,(8)
178,"ASUS VivoBook Flip TP501 15.6"" Convertible Laptop (Intel Core i7-6500U/1TB HDD/12GB RAM) - Open Box","$1,200.89",60.0,(2)
179,"ASUS Zenbook UX303 13.3"" Touchscreen Laptop-Brown (Intel Core i7-6500U/512GB SSD/12GB RAM/Win10)-Eng","$1,650.89",80.8,(23)
180,"ASUS ROG Strix GL753 17.3"" Gaming Laptop (Intel Core i7-7700HQ/1TB HDD/128GB SSD/16GB RAM/Win 10)","$1,700.89",70.8,(24)
181,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-8250U / 512 GB SSD / 16GB RAM / Windows 10)","$1,300.89",77.2,(7)
182,"ASUS VivoBook Pro N580VD 15.6"" Laptop -Metallic Champagne (Intel Core i7/1TB HDD/128GB SSD/16GB RAM)","$1,500.89",84.0,(5)
183,"ASUS ZenBook Flip S 13.3"" 2-in-1 Laptop - Royal Blue (Intel Core i7-8550U/512GB SSD/16GB RAM/Win10)","$1,600.89",76.0,(5)
184,"HP Spectre x360 15.6"" 2-in-1 Laptop - Silver (Intel Core i7-8550U/512GB SSD/16GB RAM/Windows 10)","$2,100.89",66.6,(18)
185,"ASUS ROG Strix 17.3"" Gaming Laptop - Black (Intel Core i7-7700HQ / 1TB HDD / 16GB RAM / Win10)","$1,600.89",46.6,(3)
186,"Apple MacBook Pro 15.4"" Laptop w/ Retina (Intel Core i7/2.2GHz/256GB SSD/16GB RAM)- Silver - English","$2,450.89",96.8,(2904)
187,"ASUS ROG Zephyrus GX501 15.6"" Gaming Laptop (Intel Core i7-7700HQ/512GB SSD/16GB RAM/Win10)","$3,000.89",80.0,(1)
188,"HP ENVY 17.3"" Laptop - Silver (Intel Core i7-8550U/1TB HDD/16GB RAM/Windows 10)","$1,500.89",86.6,(3)
189,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-8250U / 512 GB SSD / 16GB RAM / Windows 10) - Open Box","$1,200.89",100.0,(1)
190,"Dell Inspiron 15.6"" Gaming Laptop -Black(Intel Core i7-7700HQ/128GB SSD/1TB HDD/16GB RAM/Win 10)-Eng","$1,500.89",84.0,(5)
191,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.9GHz/512GB SSD/16GB RAM)-Space Grey-Eng","$3,700.89",96.8,(338)
192,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/256GB HDD/16GB RAM)-English","$3,200.89",100.0,(7)
193,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM)-Space Grey-Eng","$3,000.89",96.8,(445)
194,"Acer Predator Helios 15.6"" Gaming Laptop - Black (Intel Core i7-7700HQ/1TB HDD/256GB SSD/16GB RAM)","$1,900.89",100.0,(1)
195,"ASUS ROG Strix 17.3"" Gaming Laptop -Metallic Copper(Intel Core i7-7700HQ/1TB HDD/256GB SSD/16GB RAM)","$2,700.89",100.0,(1)
196,"Alienware 17.3"" Gaming Laptop (Intel Core i7-7700HQ/128GB SSD+1TB HDD/16GB RAM/NVIDIA GTX 1070)-Eng","$2,750.89",93.6,(155)
197,"ASUS ROG Strix GL753 17.3"" Gaming Laptop (i7-7700HQ/ 1TB+128GB SSD/16GB RAM/Win10) - Open Box","$1,400.89",20.0,(1)
198,"ASUS ROG Strix GL702 17.3"" Gaming Laptop (Intel Core i7-7700HQ/1TB HDD/256GB SSD/16GB RAM)","$1,800.87",72.4,(13)
199,"HP 17.3"" Touchscreen Laptop - Silver (Intel Core i7-7500U / 1TB HDD / 16GB RAM / Windows 10)","$1,000.87",74.2,(7)
200,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/512GB HDD/16GB RAM)-Eng","$3,700.89",100.0,(9)
201,"Acer Aspire Nitro 5 15.6"" Gaming Laptop - Black/Red (i7-7700HQ/256GB SSD/1TB HDD/16GB RAM) - English","$1,500.89",72.0,(5)
202,"ASUS ROG Strix GL502 15.6"" Gaming Laptop - Black (Intel Core i7-7700HQ/1TB HDD/128GB SSD/16GB RAM)","$1,750.87",73.4,(6)
203,"HP 15.6"" Touchscreen Convertible Laptop - Ash (Intel Core i7-7500U/512GB SSD/16GB RAM/Windows 10)","$1,800.87",80.0,(11)
204,"Dell 15.6"" Gaming Laptop - Black (Intel Core i7-7700HQ/256GB SSD/1TB HDD/16GB RAM/Win 10) - English","$1,600.87",100.0,(5)
205,"Microsoft Surface Book 2 13.5"" 2-in-1 Laptop (Intel Core i7-8650U/ 512GB SSD/ 16GB RAM) - English","$3,250.89",95.8,(14)
206,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/1TB HDD/16GB RAM)-English","$4,200.89",100.0,(1)
207,"Microsoft Surface Book 2 13.5"" 2-in-1 Laptop (Intel Core i7-8650U/ 1TB SSD/ 16GB RAM) - English","$3,850.89",100.0,(1)
208,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.9GHz/512GB SSD/16GB RAM) - Silver - Eng","$3,700.89",96.0,(20)
209,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.7GHz/512GB SSD/16GB RAM)-Space Grey-Eng","$3,000.87",70.0,(2)
210,"ASUS ROG GL753 17.3"" Gaming Laptop (Intel Core i7-7700HQ/256GB SSD/1TB HDD/16GB RAM/Win 10)- English","$1,700.89",100.0,(2)
211,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.9GHz/512GB SSD/16GB RAM)-Space Grey-Fre","$3,700.89",90.0,(2)
212,"Apple MacBook Pro 15.4"" Laptop /w Retina Display (Intel Core i7/2.2GHz/256GB SSD/16GB RAM) - French","$2,450.89",80.0,(4)
213,"HP 15.6"" Touch Convertible Laptop - Ash (Intel Core i7-7500U/512GB SSD/16GB RAM/Windows 10)-Open Box","$1,950.89",60.0,(2)
214,"ASUS 17.3"" ROG GL753VD-Q72SP-CB Intel i7-7700HQ GTX 1050 16GB RAM 1TB HDD + 256GB SSD Gaming Latop","$1,800.89",73.4,(3)
215,"Eurocom Sky X9E2 17.3"" Gaming Laptop - Black (Intel Core i7-7700K/1TB HDD/512GB SSD/16GB RAM/Win 10)","$6,300.89",46.6,(3)
216,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM)-Space Grey-Fre","$3,000.89",100.0,(1)
217,"Acer Predator 15"" Gaming Laptop (Intel Ci7 6700HQ/256GB SSD/16GB RAM/GeForce GTX 1060/Win10) - Eng","$2,100.85",100.0,(1)
218,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM) - Silver - Eng","$3,000.89",98.4,(37)
219,"ASUS ROG GL502VM 15.6"" Gaming Laptop (Intel Core i7-6700HQ/1TB HDD+128GB SSD/16GB RAM) - Open Box","$1,800.89",100.0,(1)
220,"HP Elitebook 745G3, AMD A10-8700B, 16GB Memory, 256GB SSD, 14"" Screen , Windows 10 Pro , 1Year warranty-Refurbished",$585.00,40.0,(1)
221,"ASUS ROG GL703VM 17.3"" Laptop - Gunmetal/Weave (Intel Core i7-7700HQ/256GB SSD + 1TB SSHD/16GB RAM)","$2,000.89",100.0,(1)
222,"Lenovo Thinkpad P70 17.3"" Laptop - Black (Intel Core i7 /500GB HDD/16GB RAM/Windows 7) - Open Box","$2,099.99",20.0,(1)
223,"Microsoft Surface Laptop 13.5"" - Platinum (Intel Core i7-7660U/512 GB SSD/16GB RAM/Win 10 S) - English","$2,800.89",100.0,(1)
224,HP EliteBook x360 G2 13.3in Laptop (Intel Core i7-7600U / 512GB / 16GB RAM / Windows 10 Pro 64) - 1BT00UT#ABA,"$2,200.99",20.0,(1)
225,"HP ProBook 430 G5 13.3"" LCD Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 16GB DDR4 SDRAM - 256GB","$1,371.89",60.0,(1)
226,"EUROCOM Sky X9 17.3"" Gaming Laptop - Black (Intel Core i7 6700/1000GB HDD/16GB RAM/Windows 10) - Eng","$5,150.89",85.8,(14)
227,"EUROCOM Tornado F5 15.6"" Gaming Laptop - Black (Intel Core i7-7700K/ 1TB HDD/ 16GB RAM/ Windows 10)","$2,550.89",100.0,(1)
228,13.9 (uhd) Touch / Core I7-7500u / 16gb / 1tb / Intel Hd,"$2,903.29",88.0,(178)
229,"Eurocom Tornado F5 SE 15.6"" Laptop - Black (Intel Xeon E3-1270/4TB SSD/64GB RAM/Win Server 2012 R2)","$10,000.89",46.6,(3)
230,"EUROCOM Tornado F5 SE 15.6"" Server Laptop - Black (Intel Xeon E3-1280/4TB SSD/64GB RAM/Win Server 2012 R2)","$10,000.89",60.0,(2)
